Profile,VZA,VAA,SZA,SAA,fy4a_ch01_Radiance,fy4a_ch02_Radiance,fy4a_ch03_Radiance,fy4a_ch04_Radiance,fy4a_ch05_Radiance,fy4a_ch06_Radiance,fy4b_ch01_Radiance,fy4b_ch02_Radiance,fy4b_ch03_Radiance,fy4b_ch04_Radiance,fy4b_ch05_Radiance,fy4b_ch06_Radiance
P34,30.00,180.00,0.00,0.00,1.3915e-06,1.8623e-06,1.9681e-06,3.2838e-09,1.0199e-06,3.3045e-07,1.4163e-06,1.8709e-06,1.9963e-06,1.6884e-09,1.0277e-06,3.3030e-07
P34,30.00,135.00,0.00,0.00,1.3915e-06,1.8623e-06,1.9681e-06,3.2838e-09,1.0199e-06,3.3045e-07,1.4163e-06,1.8709e-06,1.9963e-06,1.6884e-09,1.0277e-06,3.3030e-07
P34,60.00,180.00,0.00,0.00,1.2284e-06,1.6031e-06,1.7053e-06,3.5796e-09,9.6164e-07,3.2843e-07,1.2507e-06,1.6101e-06,1.7312e-06,2.4242e-09,9.6855e-07,3.2838e-07
P34,55.00,180.00,55.00,0.00,7.2317e-07,8.7175e-07,9.0250e-07,2.9416e-09,5.1652e-07,1.7660e-07,7.3667e-07,8.7582e-07,9.1621e-07,2.3733e-09,5.2022e-07,1.7665e-07
P34,60.00,180.00,55.00,0.00,7.2461e-07,8.5696e-07,8.8276e-07,3.2324e-09,5.0915e-07,1.7516e-07,7.3828e-07,8.6098e-07,8.9637e-07,2.7008e-09,5.1277e-07,1.7521e-07
P34,0.00,135.00,0.00,0.00,1.4333e-06,1.9237e-06,2.0285e-06,3.2672e-09,1.0170e-06,3.2247e-07,1.4587e-06,1.9328e-06,2.0574e-06,1.5770e-09,1.0250e-06,3.2229e-07
P34,30.00,45.00,45.00,0.00,9.5618e-07,1.2904e-06,1.3829e-06,2.5152e-09,7.9972e-07,2.8231e-07,9.7321e-07,1.2957e-06,1.4022e-06,1.3860e-09,8.0511e-07,2.8245e-07
P34,60.00,45.00,0.00,0.00,1.2284e-06,1.6031e-06,1.7053e-06,3.5796e-09,9.6164e-07,3.2843e-07,1.2507e-06,1.6101e-06,1.7312e-06,2.4242e-09,9.6855e-07,3.2838e-07
P34,30.00,90.00,60.00,0.00,6.2346e-07,8.1378e-07,8.6903e-07,1.9452e-09,5.0992e-07,1.8055e-07,6.3476e-07,8.1707e-07,8.8162e-07,1.3205e-09,5.1346e-07,1.8054e-07
P34,60.00,90.00,55.00,0.00,7.3018e-07,9.4182e-07,1.0139e-06,2.8744e-09,6.5314e-07,2.4460e-07,7.4356e-07,9.4517e-07,1.0288e-06,2.1914e-09,6.5722e-07,2.4478e-07
P34,0.00,45.00,0.00,0.00,1.4333e-06,1.9237e-06,2.0285e-06,3.2672e-09,1.0170e-06,3.2247e-07,1.4587e-06,1.9328e-06,2.0574e-06,1.5770e-09,1.0250e-06,3.2229e-07
P34,30.00,135.00,60.00,0.00,6.1571e-07,7.8335e-07,8.2623e-07,2.0013e-09,4.6548e-07,1.5890e-07,6.2697e-07,7.8679e-07,8.3847e-07,1.4358e-09,4.6889e-07,1.5886e-07
P34,60.00,90.00,30.00,0.00,1.0768e-06,1.4041e-06,1.4994e-06,3.3773e-09,8.8373e-07,3.1156e-07,1.0963e-06,1.4099e-06,1.5218e-06,2.3520e-09,8.8977e-07,3.1157e-07
P34,0.00,90.00,55.00,0.00,7.2960e-07,9.6142e-07,1.0219e-06,1.9936e-09,5.6533e-07,1.9195e-07,7.4273e-07,9.6557e-07,1.0367e-06,1.2277e-09,5.6945e-07,1.9199e-07
P34,0.00,0.00,60.00,0.00,6.1622e-07,8.0505e-07,8.5665e-07,1.7878e-09,4.8045e-07,1.6493e-07,6.2738e-07,8.0847e-07,8.6917e-07,1.1736e-09,4.8396e-07,1.6489e-07
P34,45.00,135.00,55.00,0.00,7.2263e-07,9.1232e-07,9.5951e-07,2.4763e-09,5.5134e-07,1.9011e-07,7.3587e-07,9.1636e-07,9.7368e-07,1.8181e-09,5.5525e-07,1.9017e-07
P34,55.00,0.00,45.00,0.00,1.0091e-06,1.3943e-06,1.5343e-06,3.2245e-09,1.0372e-06,4.0993e-07,1.0270e-06,1.3985e-06,1.5549e-06,1.9557e-09,1.0429e-06,4.1040e-07
P34,30.00,135.00,45.00,0.00,9.2769e-07,1.2122e-06,1.2797e-06,2.5569e-09,6.9697e-07,2.3224e-07,9.4438e-07,1.2177e-06,1.2981e-06,1.5907e-09,7.0210e-07,2.3227e-07
P34,60.00,0.00,30.00,0.00,1.1399e-06,1.5399e-06,1.6744e-06,3.5019e-09,1.0607e-06,3.9890e-07,1.1603e-06,1.5453e-06,1.6983e-06,2.2454e-09,1.0672e-06,3.9906e-07
P34,60.00,0.00,0.00,0.00,1.2284e-06,1.6031e-06,1.7053e-06,3.5796e-09,9.6164e-07,3.2843e-07,1.2507e-06,1.6101e-06,1.7312e-06,2.4242e-09,9.6855e-07,3.2838e-07
P34,0.00,0.00,0.00,0.00,1.4333e-06,1.9237e-06,2.0285e-06,3.2672e-09,1.0170e-06,3.2247e-07,1.4587e-06,1.9328e-06,2.0574e-06,1.5770e-09,1.0250e-06,3.2229e-07
P34,30.00,0.00,45.00,0.00,9.6786e-07,1.3144e-06,1.4130e-06,2.5419e-09,8.2903e-07,2.9674e-07,9.8507e-07,1.3196e-06,1.4325e-06,1.3649e-09,8.3449e-07,2.9692e-07
P34,0.00,180.00,45.00,0.00,9.4313e-07,1.2551e-06,1.3310e-06,2.3805e-09,7.1576e-07,2.3825e-07,9.5998e-07,1.2607e-06,1.3500e-06,1.3284e-09,7.2105e-07,2.3829e-07
P34,55.00,45.00,45.00,0.00,9.6338e-07,1.3085e-06,1.4273e-06,3.0619e-09,9.3111e-07,3.5694e-07,9.8060e-07,1.3129e-06,1.4470e-06,1.9387e-09,9.3658e-07,3.5728e-07
P34,45.00,90.00,45.00,0.00,9.2395e-07,1.2216e-06,1.3043e-06,2.6958e-09,7.6545e-07,2.7036e-07,9.4056e-07,1.2267e-06,1.3229e-06,1.7063e-09,7.7061e-07,2.7049e-07
P34,60.00,45.00,45.00,0.00,9.5901e-07,1.3004e-06,1.4262e-06,3.2846e-09,9.5717e-07,3.7289e-07,9.7621e-07,1.3045e-06,1.4462e-06,2.2033e-09,9.6266e-07,3.7328e-07
P34,55.00,90.00,45.00,0.00,9.0522e-07,1.1858e-06,1.2698e-06,2.9306e-09,7.7267e-07,2.7892e-07,9.2160e-07,1.1905e-06,1.2883e-06,2.0182e-09,7.7773e-07,2.7909e-07
P34,60.00,45.00,60.00,0.00,7.2895e-07,1.0033e-06,1.1245e-06,3.0156e-09,8.3040e-07,3.4439e-07,7.4201e-07,1.0055e-06,1.1399e-06,2.1622e-09,8.3474e-07,3.4467e-07
P34,0.00,180.00,0.00,0.00,1.4333e-06,1.9237e-06,2.0285e-06,3.2672e-09,1.0170e-06,3.2247e-07,1.4587e-06,1.9328e-06,2.0574e-06,1.5770e-09,1.0250e-06,3.2229e-07
P34,30.00,180.00,45.00,0.00,9.2661e-07,1.2021e-06,1.2648e-06,2.5970e-09,6.8151e-07,2.2480e-07,9.4332e-07,1.2076e-06,1.2831e-06,1.6544e-09,6.8659e-07,2.2482e-07
P34,60.00,90.00,0.00,0.00,1.2284e-06,1.6031e-06,1.7053e-06,3.5796e-09,9.6164e-07,3.2843e-07,1.2507e-06,1.6101e-06,1.7312e-06,2.4242e-09,9.6855e-07,3.2838e-07
P34,60.00,90.00,60.00,0.00,6.3902e-07,8.1857e-07,8.8279e-07,2.7270e-09,5.7955e-07,2.2031e-07,6.5080e-07,8.2136e-07,8.9582e-07,2.1452e-09,5.8313e-07,2.2038e-07
P34,0.00,45.00,60.00,0.00,6.1622e-07,8.0505e-07,8.5665e-07,1.7878e-09,4.8045e-07,1.6493e-07,6.2738e-07,8.0847e-07,8.6917e-07,1.1736e-09,4.8396e-07,1.6489e-07
P34,30.00,90.00,45.00,0.00,9.3687e-07,1.2449e-06,1.3242e-06,2.5033e-09,7.4177e-07,2.5396e-07,9.5365e-07,1.2502e-06,1.3430e-06,1.4670e-09,7.4701e-07,2.5404e-07
P34,45.00,0.00,45.00,0.00,9.9235e-07,1.3623e-06,1.4820e-06,2.8586e-09,9.4090e-07,3.5699e-07,1.0100e-06,1.3670e-06,1.5020e-06,1.6074e-09,9.4649e-07,3.5732e-07
P34,0.00,45.00,55.00,0.00,7.2960e-07,9.6142e-07,1.0219e-06,1.9936e-09,5.6533e-07,1.9195e-07,7.4273e-07,9.6557e-07,1.0367e-06,1.2277e-09,5.6945e-07,1.9199e-07
P34,60.00,0.00,55.00,0.00,8.9617e-07,1.2707e-06,1.4374e-06,3.4433e-09,1.0874e-06,4.6065e-07,9.1200e-07,1.2731e-06,1.4562e-06,2.2557e-09,1.0927e-06,4.6132e-07
P34,30.00,0.00,60.00,0.00,6.6085e-07,8.9316e-07,9.7101e-07,2.0300e-09,6.1213e-07,2.3120e-07,6.7269e-07,8.9626e-07,9.8441e-07,1.2623e-09,6.1594e-07,2.3128e-07
P34,30.00,45.00,30.00,0.00,1.1954e-06,1.6125e-06,1.7170e-06,2.9183e-09,9.4123e-07,3.1967e-07,1.2167e-06,1.6195e-06,1.7411e-06,1.5033e-09,9.4792e-07,3.1961e-07
P34,30.00,45.00,60.00,0.00,6.4586e-07,8.6390e-07,9.3406e-07,1.9820e-09,5.7524e-07,2.1281e-07,6.5748e-07,8.6705e-07,9.4717e-07,1.2666e-09,5.7896e-07,2.1285e-07
P34,30.00,90.00,0.00,0.00,1.3915e-06,1.8623e-06,1.9681e-06,3.2838e-09,1.0199e-06,3.3045e-07,1.4163e-06,1.8709e-06,1.9963e-06,1.6884e-09,1.0277e-06,3.3030e-07
P34,60.00,135.00,45.00,0.00,8.7746e-07,1.0912e-06,1.1454e-06,3.2813e-09,6.6648e-07,2.3069e-07,8.9367e-07,1.0960e-06,1.1628e-06,2.5494e-09,6.7116e-07,2.3077e-07
P34,30.00,90.00,55.00,0.00,7.3334e-07,9.6536e-07,1.0296e-06,2.1429e-09,5.9511e-07,2.0826e-07,7.4655e-07,9.6936e-07,1.0444e-06,1.3725e-09,5.9925e-07,2.0834e-07
P34,0.00,180.00,30.00,0.00,1.2054e-06,1.6136e-06,1.7058e-06,2.8495e-09,8.8317e-07,2.8638e-07,1.2268e-06,1.6210e-06,1.7301e-06,1.4557e-09,8.8989e-07,2.8625e-07
P34,30.00,180.00,55.00,0.00,7.2358e-07,9.2214e-07,9.6874e-07,2.2422e-09,5.3259e-07,1.7791e-07,7.3675e-07,9.2634e-07,9.8301e-07,1.5609e-09,5.3655e-07,1.7793e-07
P34,60.00,45.00,55.00,0.00,8.1602e-07,1.1184e-06,1.2433e-06,3.1298e-09,8.8864e-07,3.6084e-07,8.3063e-07,1.1213e-06,1.2603e-06,2.1771e-09,8.9341e-07,3.6128e-07
P34,60.00,180.00,45.00,0.00,8.8232e-07,1.0755e-06,1.1180e-06,3.4274e-09,6.3543e-07,2.1582e-07,8.9873e-07,1.0805e-06,1.1351e-06,2.7295e-09,6.4000e-07,2.1588e-07
P34,45.00,45.00,45.00,0.00,9.6432e-07,1.3089e-06,1.4157e-06,2.7676e-09,8.7583e-07,3.2463e-07,9.8150e-07,1.3138e-06,1.4352e-06,1.6148e-09,8.8127e-07,3.2488e-07
P34,30.00,90.00,30.00,0.00,1.1831e-06,1.5807e-06,1.6756e-06,2.9284e-09,9.0087e-07,2.9998e-07,1.2042e-06,1.5878e-06,1.6994e-06,1.5830e-09,9.0747e-07,2.9989e-07
P34,60.00,45.00,30.00,0.00,1.1144e-06,1.4898e-06,1.6109e-06,3.4257e-09,9.9686e-07,3.6719e-07,1.1345e-06,1.4953e-06,1.6343e-06,2.2538e-09,1.0032e-06,3.6729e-07
P34,60.00,180.00,60.00,0.00,6.3701e-07,7.3824e-07,7.5559e-07,3.1039e-09,4.3797e-07,1.5191e-07,6.4915e-07,7.4173e-07,7.6730e-07,2.6620e-09,4.4107e-07,1.5188e-07
P34,0.00,90.00,30.00,0.00,1.2054e-06,1.6136e-06,1.7058e-06,2.8495e-09,8.8317e-07,2.8638e-07,1.2268e-06,1.6210e-06,1.7301e-06,1.4557e-09,8.8989e-07,2.8625e-07
P34,30.00,45.00,0.00,0.00,1.3915e-06,1.8623e-06,1.9681e-06,3.2838e-09,1.0199e-06,3.3045e-07,1.4163e-06,1.8709e-06,1.9963e-06,1.6884e-09,1.0277e-06,3.3030e-07
P34,60.00,135.00,0.00,0.00,1.2284e-06,1.6031e-06,1.7053e-06,3.5796e-09,9.6164e-07,3.2843e-07,1.2507e-06,1.6101e-06,1.7312e-06,2.4242e-09,9.6855e-07,3.2838e-07
P34,55.00,135.00,45.00,0.00,8.9051e-07,1.1235e-06,1.1814e-06,3.0629e-09,6.7988e-07,2.3405e-07,9.0682e-07,1.1285e-06,1.1990e-06,2.2674e-09,6.8467e-07,2.3412e-07
P34,0.00,0.00,55.00,0.00,7.2960e-07,9.6142e-07,1.0219e-06,1.9936e-09,5.6533e-07,1.9195e-07,7.4273e-07,9.6557e-07,1.0367e-06,1.2277e-09,5.6945e-07,1.9199e-07
P34,0.00,0.00,45.00,0.00,9.4313e-07,1.2551e-06,1.3310e-06,2.3805e-09,7.1576e-07,2.3825e-07,9.5998e-07,1.2607e-06,1.3500e-06,1.3284e-09,7.2105e-07,2.3829e-07
P34,30.00,135.00,30.00,0.00,1.1757e-06,1.5547e-06,1.6406e-06,2.9710e-09,8.6632e-07,2.8323e-07,1.1967e-06,1.5619e-06,1.6642e-06,1.6844e-09,8.7284e-07,2.8311e-07
P34,0.00,180.00,60.00,0.00,6.1622e-07,8.0505e-07,8.5665e-07,1.7878e-09,4.8045e-07,1.6493e-07,6.2738e-07,8.0847e-07,8.6917e-07,1.1736e-09,4.8396e-07,1.6489e-07
P34,0.00,135.00,30.00,0.00,1.2054e-06,1.6136e-06,1.7058e-06,2.8495e-09,8.8317e-07,2.8638e-07,1.2268e-06,1.6210e-06,1.7301e-06,1.4557e-09,8.8989e-07,2.8625e-07
P34,60.00,0.00,60.00,0.00,8.2253e-07,1.1839e-06,1.3571e-06,3.3851e-09,1.0700e-06,4.6524e-07,8.3700e-07,1.1856e-06,1.3746e-06,2.2627e-09,1.0750e-06,4.6574e-07
P34,0.00,90.00,0.00,0.00,1.4333e-06,1.9237e-06,2.0285e-06,3.2672e-09,1.0170e-06,3.2247e-07,1.4587e-06,1.9328e-06,2.0574e-06,1.5770e-09,1.0250e-06,3.2229e-07
P34,30.00,45.00,55.00,0.00,7.5590e-07,1.0163e-06,1.0953e-06,2.1738e-09,6.6042e-07,2.4039e-07,7.6943e-07,1.0201e-06,1.1106e-06,1.3068e-09,6.6473e-07,2.4055e-07
P35,45.00,0.00,45.00,0.00,9.9451e-07,1.4028e-06,1.6278e-06,7.6857e-08,9.5159e-07,3.8365e-07,1.0119e-06,1.4003e-06,1.6219e-06,7.0808e-08,9.5701e-07,3.8368e-07
P35,30.00,0.00,45.00,0.00,9.6959e-07,1.3550e-06,1.5504e-06,6.8576e-08,8.3790e-07,3.1760e-07,9.8646e-07,1.3535e-06,1.5456e-06,6.3226e-08,8.4322e-07,3.1755e-07
P35,45.00,45.00,45.00,0.00,9.6587e-07,1.3481e-06,1.5562e-06,6.9403e-08,8.8583e-07,3.4900e-07,9.8277e-07,1.3459e-06,1.5508e-06,6.3711e-08,8.9111e-07,3.4898e-07
P35,60.00,90.00,30.00,0.00,1.0762e-06,1.4449e-06,1.6566e-06,5.9074e-08,8.9437e-07,3.3692e-07,1.0954e-06,1.4426e-06,1.6514e-06,5.3093e-08,9.0025e-07,3.3669e-07
P35,55.00,90.00,45.00,0.00,9.0495e-07,1.2198e-06,1.4013e-06,5.4012e-08,7.8218e-07,3.0165e-07,9.2107e-07,1.2177e-06,1.3966e-06,4.8818e-08,7.8709e-07,3.0158e-07
P35,0.00,0.00,60.00,0.00,6.1618e-07,8.2920e-07,9.4460e-07,3.5038e-08,4.8615e-07,1.7735e-07,6.2711e-07,8.2821e-07,9.4179e-07,3.1760e-08,4.8958e-07,1.7720e-07
P35,55.00,0.00,45.00,0.00,1.0114e-06,1.4342e-06,1.6887e-06,8.0483e-08,1.0498e-06,4.4273e-07,1.0291e-06,1.4305e-06,1.6818e-06,7.3754e-08,1.0553e-06,4.4284e-07
P35,30.00,45.00,60.00,0.00,6.4648e-07,8.8911e-07,1.0295e-06,4.3476e-08,5.8230e-07,2.2931e-07,6.5792e-07,8.8743e-07,1.0258e-06,3.9634e-08,5.8590e-07,2.2921e-07
P35,0.00,180.00,30.00,0.00,1.2068e-06,1.6658e-06,1.8679e-06,7.3037e-08,8.9161e-07,3.0454e-07,1.2277e-06,1.6656e-06,1.8639e-06,6.7284e-08,8.9822e-07,3.0423e-07
P35,30.00,90.00,30.00,0.00,1.1842e-06,1.6309e-06,1.8372e-06,7.2585e-08,9.0989e-07,3.1996e-07,1.2048e-06,1.6302e-06,1.8327e-06,6.6704e-08,9.1637e-07,3.1967e-07
P35,60.00,90.00,55.00,0.00,7.2946e-07,9.6660e-07,1.1231e-06,4.2248e-08,6.6229e-07,2.6665e-07,7.4269e-07,9.6413e-07,1.1188e-06,3.7779e-08,6.6623e-07,2.6662e-07
P35,0.00,135.00,45.00,0.00,9.4387e-07,1.2947e-06,1.4605e-06,5.7296e-08,7.2314e-07,2.5441e-07,9.6033e-07,1.2941e-06,1.4568e-06,5.2578e-08,7.2833e-07,2.5427e-07
P35,30.00,45.00,55.00,0.00,7.5683e-07,1.0466e-06,1.2049e-06,5.1763e-08,6.6809e-07,2.5840e-07,7.7012e-07,1.0451e-06,1.2009e-06,4.7409e-08,6.7227e-07,2.5836e-07
P35,0.00,180.00,55.00,0.00,7.2982e-07,9.9090e-07,1.1244e-06,4.2992e-08,5.7166e-07,2.0586e-07,7.4267e-07,9.9001e-07,1.1213e-06,3.9193e-08,5.7570e-07,2.0576e-07
P35,60.00,135.00,45.00,0.00,8.7497e-07,1.1202e-06,1.2674e-06,4.2640e-08,6.7512e-07,2.5063e-07,8.9090e-07,1.1186e-06,1.2634e-06,3.8037e-08,6.7965e-07,2.5051e-07
P35,60.00,180.00,0.00,0.00,1.2279e-06,1.6512e-06,1.8837e-06,6.4175e-08,9.7267e-07,3.5440e-07,1.2497e-06,1.6491e-06,1.8784e-06,5.7654e-08,9.7942e-07,3.5412e-07
P35,45.00,180.00,55.00,0.00,7.2242e-07,9.2384e-07,1.0356e-06,3.6072e-08,5.3467e-07,1.9348e-07,7.3549e-07,9.2296e-07,1.0325e-06,3.2428e-08,5.3841e-07,1.9337e-07
P35,30.00,0.00,0.00,0.00,1.3931e-06,1.9227e-06,2.1560e-06,8.3016e-08,1.0296e-06,3.5164e-07,1.4172e-06,1.9225e-06,2.1514e-06,7.6372e-08,1.0372e-06,3.5128e-07
P35,60.00,135.00,55.00,0.00,7.1454e-07,8.9350e-07,1.0095e-06,3.4016e-08,5.4920e-07,2.0809e-07,7.2775e-07,8.9197e-07,1.0061e-06,3.0238e-08,5.5280e-07,2.0800e-07
P35,30.00,135.00,0.00,0.00,1.3931e-06,1.9227e-06,2.1560e-06,8.3016e-08,1.0296e-06,3.5164e-07,1.4172e-06,1.9225e-06,2.1514e-06,7.6372e-08,1.0372e-06,3.5128e-07
P35,60.00,0.00,30.00,0.00,1.1412e-06,1.5847e-06,1.8470e-06,7.5968e-08,1.0734e-06,4.3094e-07,1.1613e-06,1.5813e-06,1.8404e-06,6.8952e-08,1.0797e-06,4.3081e-07
P35,60.00,45.00,45.00,0.00,9.6022e-07,1.3368e-06,1.5746e-06,6.7725e-08,9.6950e-07,4.0447e-07,9.7724e-07,1.3332e-06,1.5683e-06,6.1375e-08,9.7478e-07,4.0452e-07
P35,0.00,45.00,0.00,0.00,1.4352e-06,1.9870e-06,2.2187e-06,8.5904e-08,1.0263e-06,3.4210e-07,1.4600e-06,1.9873e-06,2.2145e-06,7.9315e-08,1.0341e-06,3.4172e-07
P35,0.00,45.00,30.00,0.00,1.2068e-06,1.6658e-06,1.8679e-06,7.3037e-08,8.9161e-07,3.0454e-07,1.2277e-06,1.6656e-06,1.8639e-06,6.7284e-08,8.9822e-07,3.0423e-07
P35,0.00,180.00,45.00,0.00,9.4387e-07,1.2947e-06,1.4605e-06,5.7296e-08,7.2314e-07,2.5441e-07,9.6033e-07,1.2941e-06,1.4568e-06,5.2578e-08,7.2833e-07,2.5427e-07
P35,0.00,135.00,60.00,0.00,6.1618e-07,8.2920e-07,9.4460e-07,3.5038e-08,4.8615e-07,1.7735e-07,6.2711e-07,8.2821e-07,9.4179e-07,3.1760e-08,4.8958e-07,1.7720e-07
P35,30.00,90.00,55.00,0.00,7.3345e-07,9.9416e-07,1.1338e-06,4.4530e-08,6.0207e-07,2.2399e-07,7.4641e-07,9.9295e-07,1.1303e-06,4.0539e-08,6.0610e-07,2.2391e-07
P35,60.00,90.00,0.00,0.00,1.2279e-06,1.6512e-06,1.8837e-06,6.4175e-08,9.7267e-07,3.5440e-07,1.2497e-06,1.6491e-06,1.8784e-06,5.7654e-08,9.7942e-07,3.5412e-07
P35,45.00,135.00,45.00,0.00,9.0895e-07,1.2043e-06,1.3578e-06,4.9782e-08,7.0055e-07,2.5299e-07,9.2511e-07,1.2033e-06,1.3539e-06,4.5107e-08,7.0540e-07,2.5287e-07
P35,45.00,90.00,55.00,0.00,7.3492e-07,9.9090e-07,1.1378e-06,4.5071e-08,6.3443e-07,2.4478e-07,7.4800e-07,9.8926e-07,1.1339e-06,4.0854e-08,6.3844e-07,2.4472e-07
P35,0.00,45.00,45.00,0.00,9.4387e-07,1.2947e-06,1.4605e-06,5.7296e-08,7.2314e-07,2.5441e-07,9.6033e-07,1.2941e-06,1.4568e-06,5.2578e-08,7.2833e-07,2.5427e-07
P35,55.00,135.00,45.00,0.00,8.8854e-07,1.1547e-06,1.3045e-06,4.5729e-08,6.8826e-07,2.5327e-07,9.0455e-07,1.1533e-06,1.3005e-06,4.1078e-08,6.9292e-07,2.5315e-07
P35,30.00,180.00,0.00,0.00,1.3931e-06,1.9227e-06,2.1560e-06,8.3016e-08,1.0296e-06,3.5164e-07,1.4172e-06,1.9225e-06,2.1514e-06,7.6372e-08,1.0372e-06,3.5128e-07
P35,60.00,90.00,60.00,0.00,6.3824e-07,8.3929e-07,9.7925e-07,3.6656e-08,5.8812e-07,2.4074e-07,6.4991e-07,8.3687e-07,9.7529e-07,3.2661e-08,5.9157e-07,2.4064e-07
P35,0.00,45.00,60.00,0.00,6.1618e-07,8.2920e-07,9.4460e-07,3.5038e-08,4.8615e-07,1.7735e-07,6.2711e-07,8.2821e-07,9.4179e-07,3.1760e-08,4.8958e-07,1.7720e-07
P35,60.00,180.00,30.00,0.00,1.0630e-06,1.3757e-06,1.5512e-06,5.0282e-08,7.9117e-07,2.8370e-07,1.0822e-06,1.3742e-06,1.5469e-06,4.4898e-08,7.9678e-07,2.8343e-07
P35,55.00,180.00,55.00,0.00,7.2007e-07,8.9364e-07,9.9835e-07,3.3358e-08,5.2339e-07,1.9197e-07,7.3333e-07,8.9260e-07,9.9523e-07,2.9754e-08,5.2699e-07,1.9187e-07
P35,60.00,180.00,55.00,0.00,7.2094e-07,8.7705e-07,9.7805e-07,3.1833e-08,5.1625e-07,1.9113e-07,7.3439e-07,8.7587e-07,9.7493e-07,2.8256e-08,5.1975e-07,1.9104e-07
P35,0.00,135.00,30.00,0.00,1.2068e-06,1.6658e-06,1.8679e-06,7.3037e-08,8.9161e-07,3.0454e-07,1.2277e-06,1.6656e-06,1.8639e-06,6.7284e-08,8.9822e-07,3.0423e-07
P35,55.00,45.00,45.00,0.00,9.6480e-07,1.3462e-06,1.5726e-06,6.9514e-08,9.4251e-07,3.8568e-07,9.8180e-07,1.3432e-06,1.5666e-06,6.3398e-08,9.4780e-07,3.8572e-07
P35,60.00,45.00,55.00,0.00,8.1737e-07,1.1485e-06,1.3742e-06,6.1858e-08,9.0108e-07,3.9291e-07,8.3190e-07,1.1444e-06,1.3680e-06,5.5933e-08,9.0563e-07,3.9301e-07
P35,0.00,180.00,0.00,0.00,1.4352e-06,1.9870e-06,2.2187e-06,8.5904e-08,1.0263e-06,3.4210e-07,1.4600e-06,1.9873e-06,2.2145e-06,7.9315e-08,1.0341e-06,3.4172e-07
P35,60.00,90.00,45.00,0.00,8.9068e-07,1.1900e-06,1.3736e-06,5.0953e-08,7.7960e-07,3.0458e-07,9.0667e-07,1.1875e-06,1.3687e-06,4.5729e-08,7.8442e-07,3.0452e-07
P35,55.00,0.00,55.00,0.00,8.7091e-07,1.2532e-06,1.5031e-06,7.6020e-08,1.0045e-06,4.4549e-07,8.8619e-07,1.2489e-06,1.4960e-06,6.9559e-08,1.0093e-06,4.4567e-07
P35,30.00,180.00,60.00,0.00,6.1463e-07,7.9672e-07,8.9748e-07,3.1062e-08,4.5662e-07,1.6393e-07,6.2570e-07,7.9590e-07,8.9483e-07,2.7936e-08,4.5991e-07,1.6377e-07
P35,60.00,45.00,30.00,0.00,1.1152e-06,1.5333e-06,1.7781e-06,6.9729e-08,1.0088e-06,3.9681e-07,1.1349e-06,1.5302e-06,1.7720e-06,6.3085e-08,1.0149e-06,3.9664e-07
P35,60.00,0.00,60.00,0.00,8.2548e-07,1.2149e-06,1.4992e-06,7.6378e-08,1.0858e-06,5.0724e-07,8.3999e-07,1.2091e-06,1.4912e-06,6.9300e-08,1.0906e-06,5.0737e-07
P35,0.00,90.00,30.00,0.00,1.2068e-06,1.6658e-06,1.8679e-06,7.3037e-08,8.9161e-07,3.0454e-07,1.2277e-06,1.6656e-06,1.8639e-06,6.7284e-08,8.9822e-07,3.0423e-07
P35,30.00,90.00,60.00,0.00,6.2332e-07,8.3745e-07,9.5885e-07,3.6691e-08,5.1623e-07,1.9469e-07,6.3442e-07,8.3618e-07,9.5571e-07,3.3224e-08,5.1967e-07,1.9456e-07
P35,30.00,135.00,55.00,0.00,7.2384e-07,9.6032e-07,1.0848e-06,3.9723e-08,5.5537e-07,1.9995e-07,7.3672e-07,9.5943e-07,1.0816e-06,3.5989e-08,5.5929e-07,1.9985e-07
P35,45.00,45.00,55.00,0.00,7.8393e-07,1.0939e-06,1.2771e-06,5.8124e-08,7.6450e-07,3.1298e-07,7.9774e-07,1.0915e-06,1.2721e-06,5.3163e-08,7.6881e-07,3.1301e-07
P35,45.00,90.00,45.00,0.00,9.2417e-07,1.2581e-06,1.4355e-06,5.7266e-08,7.7424e-07,2.9085e-07,9.4047e-07,1.2565e-06,1.4310e-06,5.2184e-08,7.7927e-07,2.9077e-07
P35,0.00,45.00,55.00,0.00,7.2982e-07,9.9090e-07,1.1244e-06,4.2992e-08,5.7166e-07,2.0586e-07,7.4267e-07,9.9001e-07,1.1213e-06,3.9193e-08,5.7570e-07,2.0576e-07
P35,0.00,90.00,60.00,0.00,6.1618e-07,8.2920e-07,9.4460e-07,3.5038e-08,4.8615e-07,1.7735e-07,6.2711e-07,8.2821e-07,9.4179e-07,3.1760e-08,4.8958e-07,1.7720e-07
P35,55.00,45.00,55.00,0.00,8.0748e-07,1.1333e-06,1.3426e-06,6.1713e-08,8.5341e-07,3.6460e-07,8.2177e-07,1.1299e-06,1.3368e-06,5.6142e-08,8.5787e-07,3.6468e-07
P35,60.00,135.00,60.00,0.00,6.2534e-07,7.6895e-07,8.6782e-07,2.9038e-08,4.7614e-07,1.8257e-07,6.3703e-07,7.6749e-07,8.6479e-07,2.5739e-08,4.7925e-07,1.8243e-07
P35,55.00,90.00,55.00,0.00,7.3276e-07,9.7906e-07,1.1322e-06,4.3895e-08,6.5548e-07,2.6020e-07,7.4593e-07,9.7693e-07,1.1280e-06,3.9503e-08,6.5944e-07,2.6016e-07
